Youtube ID:,"Is the alphanumeric string that starts after ""http://www.youtube.com/watch?v="" and ends before ""&""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:,1/1/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,"1,562","5,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12/1/2013,9/30/2013,More on the concept of multiplication,Math,3rd grade (U.S.),Multiplication and division,Concept of multiplication and division,more-on-the-concept-of-multiplication,329,,vfMx9-rJXuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12/1/2013,9/30/2013,The idea of division,Math,3rd grade (U.S.),Multiplication and division,Concept of multiplication and division,the-idea-of-division,481,,QI6x0KNxiCs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,12/1/2013,10/18/2013,How many cars can fit in the parking lot,Math,3rd grade (U.S.),Multiplication and division,Applying multiplication and division,how-many-cars-can-fit-in-the-parking-lot,126,,MZEbWGhxEJE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,12/1/2013,10/18/2013,Liters of soda for the party,Math,3rd grade (U.S.),Multiplication and division,Applying multiplication and division,liters-of-soda-for-the-party,132,Y,6PzaHQllHaA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,12/1/2013,10/18/2013,Blueberries for friends,Math,3rd grade (U.S.),Multiplication and division,Applying multiplication and division,blueberries-for-friends,243,,7kW4Mjqs1UM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12/1/2013,10/18/2013,Average height of a building's floor,Math,3rd grade (U.S.),Multiplication and division,Applying multiplication and division,average-height-of-a-building-s-floor,259,,LGWUXVpwPDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,12/1/2013,10/18/2013,Unknowns with multiplication and division,Math,3rd grade (U.S.),Multiplication and division,Applying multiplication and division,unknowns-with-multiplication-and-division,318,,93xzevZ9pjU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,12/1/2013,10/18/2013,How many truffle eating guests attended a party,Math,3rd grade (U.S.),Multiplication and division,Two-step word problems,how-many-truffle-eating-guests-attended-a-party,300,,XAW9d3XU3qI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12/1/2013,10/18/2013,Total seats in a theater,Math,3rd grade (U.S.),Multiplication and division,Two-step word problems,total-seats-in-a-theater,181,,Wu1KO07WPkk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,12/1/2013,10/18/2013,Marbles for friends,Math,3rd grade (U.S.),Multiplication and division,Two-step word problems,marbles-for-friends,343,,lhLVC1QB_kQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,12/1/2013,10/18/2013,Running distance in a week,Math,3rd grade (U.S.),Multiplication and division,Two-step word problems,running-distance-in-a-week,212,,HL1wuw_k984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,7/28/2013,7/9/2013,Multiplying by multiples of 10,Math,3rd grade (U.S.),Multiplication and division,Multiplying by 10,multiplying-by-multiples-of-10,185,,jb8mFpA1YI8,,,,,,,,,FYyxMjF0xxI,,FYyxMjF0xxI,,,,,,,,,,GKBWzceu22k,,,,bSu9jQ0xkLE,,,,,,,s2pe5HGSRFI,,4yfVr6HjbQk,
23,12/1/2013,10/18/2013,Fraction basics,Math,3rd grade (U.S.),Fractions,What fractions mean,fraction-basics,255,,jgWqSjgMAtw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,12/1/2013,10/18/2013,More than one equal section,Math,3rd grade (U.S.),Fractions,What fractions mean,more-than-one-equal-section,228,,U44my48zgFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,12/1/2013,10/18/2013,Fractions on a number line,Math,3rd grade (U.S.),Fractions,What fractions mean,fractions-on-a-number-line,256,,Z0WsfO-RI8Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,12/1/2013,10/18/2013,Equivalent fractions visually and on number line,Math,3rd grade (U.S.),Fractions,Comparing fractions,equivalent-fractions-visually-and-on-number-line,242,,Su4DKLbK8mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,12/1/2013,10/18/2013,Comparing fractions visually and on number line,Math,3rd grade (U.S.),Fractions,Comparing fractions,comparing-fractions-visually-and-on-number-line,283,,Kt7Dwr7BftE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,12/1/2013,10/18/2013,Generating equivalent fractions,Math,3rd grade (U.S.),Fractions,Comparing fractions,generating-equivalent-fractions,252,,-YpEkExjq2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,12/1/2013,10/18/2013,Different ways to represent 1 as a fraction,Math,3rd grade (U.S.),Fractions,Comparing fractions,different-ways-to-represent-1-as-a-fraction,226,,dviyBH3pOk8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,12/1/2013,10/18/2013,Whole numbers as fractions,Math,3rd grade (U.S.),Fractions,Comparing fractions,whole-numbers-as-fractions,263,,3OFH8OhpN08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,12/1/2013,10/18/2013,Comparing fractions with greater than and less than symbols,Math,3rd grade (U.S.),Fractions,Comparing fractions,comparing-fractions-with-greater-than-and-less-than-symbols,319,,8OKTrN0uT-Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,12/1/2013,10/18/2013,Comparing fractions of different wholes,Math,3rd grade (U.S.),Fractions,Comparing fractions,comparing-fractions-of-different-wholes,179,,xRzZuhWSlb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12/1/2013,9/28/2013,Introduction to area and unit squares,Math,3rd grade (U.S.),Measurement and geometry,Area,introduction-to-area-and-unit-squares,257,,A7zPgMV4eTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12/1/2013,9/28/2013,Measuring the same rectangle with different unit squares,Math,3rd grade (U.S.),Measurement and geometry,Area,measuring-the-same-rectangle-with-different-unit-squares,224,,O1R4H3Ca82E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12/1/2013,9/28/2013,Rectangle area as product of dimensions same as counting unit squares,Math,3rd grade (U.S.),Measurement and geometry,Area,rectangle-area-as-product-of-dimensions-same-as-counting-unit-squares,320,,DRg2VCo8lP0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12/1/2013,9/28/2013,Area of rectangles and the distributive property,Math,3rd grade (U.S.),Measurement and geometry,Area,area-of-rectangles-and-the-distributive-property,229,,Q3wfb0CPhIY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12/1/2013,9/28/2013,Comparing areas of plots of land,Math,3rd grade (U.S.),Measurement and geometry,Area,comparing-areas-of-plots-of-land,166,,ArvnBba_ogI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12/1/2013,9/28/2013,Calculating the square footage of a house,Math,3rd grade (U.S.),Measurement and geometry,Area,calculating-the-square-footage-of-a-house,364,,xo4VpX2IIMk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,12/1/2013,9/28/2013,Introduction to perimeter,Math,3rd grade (U.S.),Measurement and geometry,Perimeter,introduction-to-perimeter,201,,9uwLgf84p5w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,9/1/2013,8/2/2013,Perimeter of a shape,Math,3rd grade (U.S.),Measurement and geometry,Perimeter,perimeter-of-a-shape,123,,sJmLjUj_h68,,,,,,,,,pmeif-Fg7Lg,,pmeif-Fg7Lg,,,,,,,,,,,,,,,,,,,,,,,juvQl9vju8c,
41,12/1/2013,9/30/2013,Comparing areas and perimeters of rectangles,Math,3rd grade (U.S.),Measurement and geometry,Perimeter,comparing-area-and-perimeter,334,,nLY2bzRfQyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,12/1/2013,10/18/2013,Rounding to the nearest 10,Math,3rd grade (U.S.),Place value and rounding,Rounding,rounding-to-the-nearest-10,382,,w2M5CzTFYfI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,12/1/2013,10/18/2013,Rounding to the nearest 100,Math,3rd grade (U.S.),Place value and rounding,Rounding,rounding-to-the-nearest-100,296,,19yOv4P2ccw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,12/1/2013,10/18/2013,Examples rounding to the nearest 10 and 100,Math,3rd grade (U.S.),Place value and rounding,Rounding,examples-rounding-to-the-nearest-10-and-100,377,,jvp0mtr1kFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,12/1/2013,10/18/2013,Order doesn't matter when purely multiplying,Math,3rd grade (U.S.),Expressions and patterns,Properties and patterns in arithmetic,order-doesn-t-matter-when-purely-multiplying,334,,VXrn5HOQmHQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,12/1/2013,10/18/2013,Properties and patterns for multiplication,Math,3rd grade (U.S.),Expressions and patterns,Properties and patterns in arithmetic,properties-and-patterns-for-multiplication,514,,um2nlNVM_YM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,7/28/2013,7/3/2013,2 digit times 1 digit example (no carrying),Math,4th grade (U.S.),Multiplication and division,Multiplication,2-digit-times-1-digit-example-no-carrying,111,,k68CPfcehTE,,,,,,,,,sET1q1GkiWw,,sET1q1GkiWw,,,,,,,,,,,3gW7dL7NaAc,,,6_QLL1LlQIQ,,,,,,,8fPc2-jk-hM,,hiT1mxSoUgo,
55,7/28/2013,7/3/2013,3 digit times 1 digit example (no carrying),Math,4th grade (U.S.),Multiplication and division,Multiplication,3-digit-times-1-digit-example-no-carrying,114,,4BtXvopHXI8,,,,,,,,,55y2d9W5nBE,,55y2d9W5nBE,,,,,,,,,,,GGO_4x8zd-o,,,zl-OEtu1Bks,,,,,,,0XQYofB2T38,,H6Gimydgi8A,
56,7/28/2013,7/3/2013,2 digit times 1 digit example,Math,4th grade (U.S.),Multiplication and division,Multiplication,2-digit-times-1-digit-example,129,,SfxULALs_u8,,,,,,,,,seRlSL7gxIk,,seRlSL7gxIk,,,,,,,,,,3SkFgJBvXUk,Rcb-0HEBsZ4,,,KFMrg_wAIsk,,,,,,,MKDWyjrQKXU,,81lmq9K7me4,
57,7/28/2013,7/3/2013,3 digit times 1 digit example,Math,4th grade (U.S.),Multiplication and division,Multiplication,3-digit-times-1-digit-example,135,,TqRReFvbpXA,,,,,,,,,2PshoNDRky8,,2PshoNDRky8,,,,,,,,,,,SCHILEZU_xo,,,UZc-cqStAnI,,,,,,,li22O867Z7o,,zPDBaiScLFg,
58,7/28/2013,7/3/2013,4 digit times 1 digit example,Math,4th grade (U.S.),Multiplication and division,Multiplication,4-digit-times-1-digit-example,204,,twMdew4Zs8Q,,,,,,,,,AnOqOPAtTv8,,AnOqOPAtTv8,,,,,,,,,,,olbb0P3AA1Q,,,uNWXoSRztgo,,,,,,,5T9JKMrqvH0,,,
59,12/1/2013,11/13/2013,Multiplying  2 digit numbers,Math,4th grade (U.S.),Multiplication and division,Multiplication,multiplying-2-digit-numbers,247,,DaQlieZH1kk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1/1/2014,11/20/2013,Multiplying 4 digit and 1 digit using grid,Math,4th grade (U.S.),Multiplication and division,Grids and area models to visualize multiplication,4-by-1-multiplication-with-grid,214,,UvAOynxGfIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/1/2014,11/18/2013,2-digit multiplication with distribution or grid,Math,4th grade (U.S.),Multiplication and division,Grids and area models to visualize multiplication,2-digit-multiplication-with-grid,418,,3JmnxR8nEi8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,9/1/2013,8/8/2013,Understanding multiplication through area models,Math,4th grade (U.S.),Multiplication and division,Grids and area models to visualize multiplication,understanding-multiplication-through-area-models,298,,p0jCw2sqZgs,,,,,,,,,-Ek3-InKoIM,,-Ek3-InKoIM,,,,,,,,,,,,,,Bl4Lpqanm6o ,,,,,,,,,,
63,9/1/2013,8/8/2013,Area model for multiplication,Math,4th grade (U.S.),Multiplication and division,Grids and area models to visualize multiplication,area-model-for-multiplication,527,,vbGwcvXgDlg,,,,,,,,,MrxCaKK8a4Y,,MrxCaKK8a4Y,,,,,,,,,,,,,,1l4mcXWSKlA,,,,,,,1BCNxRvy9IM,,,
64,12/1/2013,11/11/2013,Ages and heights,Math,4th grade (U.S.),Multiplication and division,Comparing with multiplication,comparisons-multiplication-addition,297,,UKYjhM_c_7s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,12/1/2013,11/11/2013,Money and distance,Math,4th grade (U.S.),Multiplication and division,Comparing with multiplication,comparisons-subtraction-division,395,,ZS157czfx4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,7/28/2013,7/17/2013,Comparing with multiplication exercise,Math,4th grade (U.S.),Multiplication and division,Comparing with multiplication,comparing-with-multiplication-exercise,137,,OCwLwaAQlMA,,,,,,,,,tE_gNrYPTM4,,tE_gNrYPTM4,,,,,,,,,,,iMw6DUSlDek,,,CSMr3aCCsEU,,,,,,,7EUrZlm4gmg,,O2c5hsEvTvc,
67,2/1/2012,7/18/2011,Comparing ages,Math,4th grade (U.S.),Multiplication and division,Comparing with multiplication,multiplying-whole-numbers-and-applications-6,159,,bS6EmYzpou4,,jIbaVzd3eQU,,,H4iqJ4_jmhc,,CpkMF6dcM5c,,_DzQ2BqTeCc,,_DzQ2BqTeCc,,,,zy24-qJEPmU,dfSGb_lBdlQ,,,,,,Oztwktn4Urk,RXjARi2yIPQ,,3Qc_eNmVRQA,NlvdfDP37e4,,,,,,Trq_HLgCjgM,,e7XFx2W1hx0,xKwKjcAXiGE
68,7/28/2013,7/17/2013,Comparing magic strength,Math,4th grade (U.S.),Multiplication and division,Comparing with multiplication,multiplication-and-division-word-problems-2,70,Y,9CZfG3r5JBE,,,,,,,,,W1o7X92TrIw,,W1o7X92TrIw,,,,,,,,,,,_KM1_sEqGfI,,,IAh11rH_GvQ,,,,,,,,,_9LChTV-qHU,
69,12/1/2013,11/12/2013,Intro to long division without remainders,Math,4th grade (U.S.),Multiplication and division,Division,long-division-without-remainder,195,,KFzcwWTEDDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,12/1/2013,11/13/2013,Example of long division without remainders,Math,4th grade (U.S.),Multiplication and division,Division,dividing-3-digit-by-1-digit-without-remainder,223,,HY-8ydAbiik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,7/28/2013,7/17/2013,Introduction to remainders,Math,4th grade (U.S.),Multiplication and division,Division,introduction-to-remainders,225,,BIGX05Mp5nw,,,,,,,,,R_0Dc11spZg,,R_0Dc11spZg,,,,,,,,,,,,,,bjwzV_I3ZDA,,,,,,,JlL9pThEqp8,,,
72,7/28/2013,7/17/2013,Long division with remainder example,Math,4th grade (U.S.),Multiplication and division,Division,long-division-with-remainder-example,161,,MbpmP1esh-Q,,,,,,,,,Z2jUvB33HOo,,Z2jUvB33HOo,,,,,,,,,,,8oAC2fAV8nY,,,AMC6GGpk8ec,,,,,,,G8YJCtZ6MWo,,,
73,2/1/2012,2/20/2011,More long division without and with remainders,Math,4th grade (U.S.),Multiplication and division,Division,division-3--more-long-division-and-remainder-examples,607,Y,NcADzGz3bSI,oj6qrPHnOno,7Km365ypVnU,,iEpc5ceT44Q,,,,lk4blzk6v2s,1XtGAigSZx0,,1XtGAigSZx0,4_iePr8vnDE,,YmU29C4KEkI,C6ijQST_e50,ZQGZjYHxFDk,,,,,,G7WhPiwKngg ,gA3MMHqFQiQ,,jOZZ3KceTf8,6880nn7Z210,,,,,,,,JRkj7EpWPcc,
74,7/28/2013,7/17/2013,Multi step word problems with whole numbers exercise 1,Math,4th grade (U.S.),Multiplication and division,Multistep word problems,multi-step-word-problems-with-whole-numbers-exercise-1,179,,anlOhNHlqwg,,,,,,,,,KsDeopCk500,,KsDeopCk500,,,,,,,,,,,8b5O0x34GiI,,,P0UbvIazvfI,,,,,,,,,,
75,7/28/2013,7/17/2013,Multi step word problems with whole numbers exercise 2,Math,4th grade (U.S.),Multiplication and division,Multistep word problems,multi-step-word-problems-with-whole-numbers-exercise-t2,158,,cTveNRjWQYo,,,,,,,,,MoXEi-3DmRI,,MoXEi-3DmRI,,,,,,,,,,,_GnAT_E9vUM,,,v53Uf9sEpJs,,,,,,,,,,
76,7/28/2013,7/17/2013,Multi step word problems with whole numbers exercise 3,Math,4th grade (U.S.),Multiplication and division,Multistep word problems,multi-step-word-problems-with-whole-numbers-exercise-3,130,,l7h8A6SX5kY,,,,,,,,,N0uMaP11Jdg,,N0uMaP11Jdg,,,,,,,,,,,g1N21CUDZcA,,,SR-VlksJX0Y,,,,,,,,,,
77,12/1/2013,11/13/2013,Introduction to equivalent fractions,Math,4th grade (U.S.),Fractions,Visualizing equivalent fractions,equivalent-amount-of-pizza,258,,N1X0vf5PUz4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,9/1/2013,8/8/2013,Visualizing equivalent fractions,Math,4th grade (U.S.),Fractions,Visualizing equivalent fractions,visualizing-equivalent-fractions,225,,Bt60JVZRVCI,,,,,,,,,c5aLKLaMULk,,c5aLKLaMULk,,,,,,,,,,,,,,Wn1Agp71M00,,,,,,,mGWLOUOnyF4,,,
79,9/1/2013,8/8/2013,Equivalent fraction word problem example,Math,4th grade (U.S.),Fractions,Visualizing equivalent fractions,equivalent-fraction-word-problem-example,241,,dCQbfaQZtaY,,,,,,,,,xqTeEx8NZGc,,xqTeEx8NZGc,,,,,,,,,,,,,,,,,,,,,B-rn2N6nddQ,,,
80,9/1/2013,8/8/2013,Equivalent fraction word problem example 2,Math,4th grade (U.S.),Fractions,Visualizing equivalent fractions,equivalent-fraction-word-problem-example-2,121,,i-sAB-Z2_bE,,,,,,,,,EhWZwigQ_Uk,,EhWZwigQ_Uk,,,,,,,,,,,,,,,,,,,,,MqPv9mDT-oM,,,
81,9/1/2013,8/8/2013,Equivalent fraction word problem example 3,Math,4th grade (U.S.),Fractions,Visualizing equivalent fractions,equivalent-fraction-word-problem-example-3,255,,2nZsIeaiJUo,,,,,,,,,CJ_QegL6M9A,,CJ_QegL6M9A,,,,,,,,,,,,,,,,,,,,,,,,
82,12/1/2013,11/13/2013,More on equivalent fractions,Math,4th grade (U.S.),Fractions,Visualizing equivalent fractions,more-equivalent-fractions,294,,yZqVJtDO7gc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2/1/2012,2/20/2011,Equivalent fractions example,Math,4th grade (U.S.),Fractions,Visualizing equivalent fractions,equivalent-fractions-example,290,Y,0JW9P_T4P_Y,R7qtp0Iz0AI,WInoFJBxaHc,,,,,mEITLjGmTG8,,,,,,,C25d_zTQfYA,,t9UN9A2J9b4,,,,,ajeMyPRcnYA,5FHAamM92zU,,,OFbh86ln3Hc,,,,,,,X_7bzrEgu_8,,dFieKLbOsuY,uoeHusfqgHQ
84,9/1/2013,8/5/2013,Fractions cut and copy 1 exercise,Math,4th grade (U.S.),Fractions,Visualizing equivalent fractions,fractions-cut-and-copy-1-exercise,207,,xeLeYS7GRvY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2/1/2012,7/15/2011,Comparing fractions 2,Math,4th grade (U.S.),Fractions,Comparing fractions,comparing-fractions-2,428,,2dbasvm3iG0,,eJrtMYh3W6Q,,xuHymq2AXaM,,,AK4xaJL8UOA,,GsfDieCERpk,,GsfDieCERpk,ElNEZuiat5A,0i0ld0FjD4k,,,,,,,,ywhSo8foM20,TZT_lNapyDA,-diNFoNID1U,,UjpqFB5bxE0,,,,,evR76GLCYxM,,IzOHKsffyyU,,1e4gqPpLYE0,hhD90hd1leY
86,2/1/2012,8/24/2011,Ordering fractions,Math,4th grade (U.S.),Fractions,Comparing fractions,ordering-fractions,468,,N8dIOmk_lHs,,_4TVqJ7teQs,,,,,iTDFpx11wBk,,c9-VfMi82ic,,c9-VfMi82ic,NspjfE_BCEw,DwflyLltPpc,,,ammfnaa7YMU,,,,,beLgBAS4808,Figk3vFrRTE,4RSMDunG8yw,,nmam_fCHdps,,,,,,,xE8oksqlFJk,,,hNMu5yl18_g
87,2/1/2012,2/20/2011,Adding fractions with like denominators,Math,4th grade (U.S.),Fractions,Adding and subtracting fractions with common denominators,adding-fractions-with-like-denominators,198,Y,EJjnEau6aeI,n-kbblRZd5s,E6UQHd8n6pE,,p29_YBOSepY,,,hjK3RUyDW9U,,nyiZOJWKto0,,nyiZOJWKto0,WJKHigf9MJ0,RgN3H9UuS8s,LvE3Si2Kz0I,,z7FnWwOy3Hs,,,,,BfXbSTexPh8,KfAq7FMi8Eo,L1eLoweE2ts,,ZSJ5gVjE6bU,,,,,bzl9H0tWaVw,,YfxhJOCa_ew,,x-lLxGcR4P8,g14kL9bOpmU
88,2/1/2012,2/20/2011,Subtracting  fractions,Math,4th grade (U.S.),Fractions,Adding and subtracting fractions with common denominators,subtracting--fractions,146,Y,UbUdyE1_b9g,,vm_-PslVsZg,,,,,L9M7CC8yQgw,,bPVup4ElwRw,,bPVup4ElwRw,iBruQESKwHo,,,,uEGg9sx5mVI,,,,,R9u-oZfu_pI,hYMbc2WcVBo,F6QeBM7VPSU,,,,,,,,,Nh5NiJwQ6so,,xKfsT2b_RIU,-o54u3retj4
89,9/1/2013,8/2/2013,Fraction word problems 1 exercise,Math,4th grade (U.S.),Fractions,Adding and subtracting fractions word problems,fraction-word-problems-1-exercise,319,,u2hLYcmI5y4,,,,,,,,,8p-ZykFNKb0,,8p-ZykFNKb0,,,,,,,,,,,,,,,,,,,,,,,,
90,9/1/2013,8/8/2013,What fraction of spider eyes are looking at me?,Math,4th grade (U.S.),Fractions,Adding and subtracting fractions word problems,adding-fractions-word-problem-1,105,,5r2FYszC_sU,,,,,,,,,uqvsQdGJrMo,,uqvsQdGJrMo,,,,,,,,,,,,,,,,,,,,,anbEAdJJ4jE,,,
91,9/1/2013,8/8/2013,How much more piano practice?,Math,4th grade (U.S.),Fractions,Adding and subtracting fractions word problems,subtracting-fractions-word-problem-1,184,,0njioQqIxKY,,,,,,,,,_-oRUR_t0qU,,_-oRUR_t0qU,,,,,,,,,,,,,,,,,,,,,FgHtFt_CZXQ,,,
92,9/1/2013,8/8/2013,How long is this lizard?,Math,4th grade (U.S.),Fractions,Adding and subtracting fractions word problems,adding-fractions-word-problem-2,149,,gPbN26bYyN8,,,,,,,,,bkC5p1aNNi0,,bkC5p1aNNi0,,,,,,,,,,,,,,,,,,,,,GXfzFfwPhmk,,,
93,9/1/2012,2/20/2011,Changing a mixed number to an improper fraction,Math,4th grade (U.S.),Fractions,Mixed numbers,changing-a-mixed-number-to-an-improper-fraction,403,Y,xkg7370cpjs,,,,,,,,,,,,,,,,,,,,,f6C4oAJ9MGo,Qj0jjWOzpGw,,,,,,,,,,lJc66_v3WGI,,,b90elHOUyyA
